Title,Date,Sentiment,Sentiment_Score
"Microfinance sector wants banks, NBFCs to come under lending code",2019-06-04,Neutral,0.9999904632568359
"IFC sees green bond scope in India, says project identification only issue",2019-06-04,Neutral,0.999321460723877
RBI tweaks large exposure framework for banks; NBFCs to come under scrutiny,2019-06-04,Neutral,0.8530519008636475
RBI alters large exposures framework for banks to cut concentration of risk,2019-06-03,Neutral,0.9997009038925171
"Debt funding in MFIs up 63% to Rs 35,759 cr in FY19, equity rises 42%",2019-06-03,Positive,0.9997307658195496
"Over 6,800 cases of bank fraud involving Rs 71,500 crore in 2018-19: RBI",2019-06-03,Neutral,0.9996874332427979
External commercial borrowings down by nearly 20% in April to $3.16 billion,2019-06-02,Neutral,0.7739556431770325
Is there a room for rate cut? RBI faces calls for liquidity boost,2019-06-02,Negative,0.7468723058700562
"Financial Literacy Week will be observed during June 3-7, says RBI",2019-06-01,Neutral,0.9999982118606567
Retail loan growth slows down to 15.7% in April 2019 from 19% April 2018,2019-06-01,Negative,0.9999915361404419
"Banking sector to struggle for two more years amid NPA woes, says Fitch",2019-05-31,Negative,0.9999957084655762
Bond funds in India embrace duration as RBI rate cut bets intensify,2019-05-31,Neutral,0.9976515173912048
Exim Bank to raise up to $3 billion through capital markets in FY20,2019-05-31,Neutral,0.9999480247497559
Govt likely to adopt Bank of Baroda-like model of merger for PSBs,2019-05-31,Neutral,0.9999924898147583
"IDBI Bank narrows Q4 loss to Rs 4,918 cr; may exit PCA regime by March 2020",2019-05-30,Neutral,0.8685828447341919
"SBI to ramp up small business lending as private banks, NBFCs grow cautious",2019-05-30,Positive,0.9884286522865295
NHB directs bigger housing finance firms to appoint chief risk officer,2019-05-30,Neutral,0.9997687935829163
How fintech firms are disrupting the corporate banking ecosystem,2019-05-29,Negative,0.9936002492904663
"Banks can use Aadhaar for KYC with customer's consent, says RBI",2019-05-29,Neutral,0.999937891960144
"PNB to mop up Rs 10,000 crore from non-core asset sale, rights issue",2019-05-29,Neutral,0.9998401403427124
Murugappa Group's NBFC Cholamandalam Investment raises $222 million,2019-05-29,Neutral,0.9964304566383362
RBI turns down small finance banks' request to dilute listing norms,2019-05-29,Neutral,0.8466577529907227
RBI extends timing for fund transfer through RTGS till 6 pm from Jun 1: RBI,2019-05-28,Neutral,0.9999992847442627
PNB posts net loss of Rs 4750 cr in Q4 on higher provisioning for bad loans,2019-05-28,Negative,0.9999444484710693
NBFCs may see profit margins squeezing from RBI draft liquidity norms,2019-05-28,Negative,0.9954366087913513
"NBFCs show fresh interest in on-tap licences, initiate talks with RBI",2019-05-28,Neutral,0.9795183539390564
"Fixing NBFCs, cleaning up bank balance sheets among govt's 100-day plan",2019-05-28,Neutral,0.9999810457229614
"Curbing black money: Now, get ready to pay tax on cash transactions at bank",2019-05-27,Neutral,0.9974364638328552
RBI risk draft may hit NBFCs; FIDC asks to address liquidity problem first,2019-05-27,Neutral,0.9986540079116821
Modi govt's finance sector goals: Towards less cash and policy clarity,2019-05-26,Neutral,0.9168379306793213
State Bank of India to conduct a customer outreach programme next week,2019-05-25,Neutral,0.9999918937683105
"RBI to buy Rs 15,000 crore of bonds from secondary market on June 13",2019-05-25,Neutral,0.9999644756317139
RBI pushes crisis-hit NBFCs to maintain more high-quality liquid assets,2019-05-24,Positive,0.9954788684844971
Public sector banks recover Rs 1.2 trillion from stressed assets in FY19,2019-05-24,Neutral,0.9962612986564636
"Corporation Bank plans to raise Rs 4,000 crore capital in two years",2019-05-24,Neutral,0.9999597072601318
"Pvt banks back to drawing board, expand branch network to boost efficiency",2019-05-23,Positive,0.9999955892562866
BoB narrows net loss to Rs 991 cr in Q4 on accelerated NPA provisioning,2019-05-23,Negative,0.9948587417602539
IL&FS crisis may lead to consolidation in NBFC sector: Fitch Ratings,2019-05-22,Neutral,0.9330489039421082
RBI not in favour of providing special credit window to NBFC sector,2019-05-22,Neutral,0.9990968704223633
More borrowers take the private placement route amid liquidity crunch,2019-05-22,Negative,0.5925136208534241
"Liquidity-starved DHFL stops fresh deposits, premature withdrawals",2019-05-22,Negative,0.7707769870758057
"PNB could take control of OBC, Andhra Bank, Allahabad Bank: Reports",2019-05-21,Neutral,0.9995211362838745
Corporation Bank plans to trim slippages by 50% to Rs 4000 crore in FY20,2019-05-21,Neutral,0.9992424249649048
"RBI readies credit line rules for NBFCs, may seek views after poll results",2019-05-20,Neutral,0.9999794960021973
"BoB looks to rationalise 800-900 branches, to boost operational efficiency",2019-05-19,Positive,0.9999984502792358
"Corporation Bank posts loss of Rs 6,581 crore for March quarter",2019-05-17,Negative,0.9976112842559814
R Gandhi's appointment to YES Bank board may be precautionary: Macquarie,2019-05-17,Neutral,0.9998703002929688
"City Union Bank Q4 profit rises 15% to Rs 175 crore, net NPA grows",2019-05-17,Positive,0.9999980926513672
"Bank of India swings back into the black, posts Rs 251 cr profit in Q4",2019-05-16,Neutral,0.6321616172790527
"CASHe to double lending to Rs 1000 cr this fiscal, to widen travel segment",2019-05-16,Neutral,0.999671220779419
Bank of India posts Rs 252 crore profit in Q4; asset quality improves,2019-05-16,Positive,0.9999995231628418
Funding crisis to worsen unless India pumps more cash into financial system,2019-05-16,Negative,0.9999837875366211
YES Bank troubles run deeper than investors believe; cleanup will be tough,2019-05-16,Negative,0.9999328851699829
"Union Bank plans to raise up to Rs 4,900 crore in equity in H2FY20",2019-05-16,Neutral,0.999994158744812
Finding an ATM in India getting tougher despite dependence on cash,2019-05-15,Negative,0.9759954810142517
IL&FS crisis: Independent directors under corp affairs ministry scanner,2019-05-15,Neutral,0.9999349117279053
Why finding an ATM in India is getting tougher even as people use them more,2019-05-15,Negative,0.9829793572425842
"Edelweiss' Q4 net dips 3% to Rs 232 cr, company to float $1-bn debt fund",2019-05-14,Negative,0.8593435287475586
"UCO Bank posts Q4 net loss at Rs 1,552 cr; yearly loss at Rs 4,321 cr",2019-05-14,Neutral,0.9727713465690613
Indian Bank reports net loss of Rs 190 cr in Q4 due to IL&FS provisioning,2019-05-14,Negative,0.9987784028053284
"Back in the black, United Bank of India aims PCA framework exit by Q2FY20",2019-05-14,Neutral,0.9999029636383057
Flood of money in short-term debt schemes new headache for NBFCs,2019-05-14,Negative,0.9998636245727539
"United Bank of India, after successive loss, posts Rs 95 cr profit for Q4",2019-05-13,Neutral,0.9154143333435059
"HDFC Q4 profit rises 27% to Rs 2,862 cr, asset quality improves marginally",2019-05-13,Positive,1.0
CRISIL downgrades rating on DHFL commercial paper over liquidity concerns,2019-05-13,Negative,0.9997405409812927
Oriental Bank of Commerce posts Rs 201 cr profit in Q4; NPAs down at 13%,2019-05-13,Negative,0.8093982338905334
"Allahabad Bank cuts lending rate by 5 bps, housing loans to get cheaper",2019-05-13,Neutral,0.5647493600845337
"HDFC Q4 profit jumps 27% to Rs 2,862 cr; interest income rises 19%",2019-05-13,Positive,1.0
"Chanda Kochhar, husband appear before ED in ICICI Bank loan fraud case",2019-05-13,Neutral,0.9580170512199402
SBI posts net profit of Rs 838 crore in Q4 on higher interest income,2019-05-11,Positive,0.9398331642150879
Canara Bank back in black in FY19 with Rs 347-crore net profit,2019-05-10,Neutral,0.9993236064910889
Syndicate Bank reports Rs 128-crore net profit in March quarter,2019-05-10,Neutral,0.9999184608459473
"SBI cuts lending rates by 5 bps across all tenors, home loans to be cheaper",2019-05-10,Positive,0.9041643142700195
J&K Bank to consider raising Rs 1600 crore in a meeting next week,2019-05-10,Neutral,0.9999959468841553
"Indian Overseas Bank cuts loss to Rs 1,985 crore, plans to raise funds",2019-05-09,Neutral,0.9993120431900024
"Lenders set to realise Rs 80,000 cr from insolvency process in FY20: Icra",2019-05-08,Neutral,0.9999666213989258
"States may cause fiscal slippage because of populist schemes, warns RBI",2019-05-08,Negative,0.9928441643714905
Realty debt could be next flash point in India's credit market: ICICI Pru,2019-05-08,Neutral,0.9999380111694336
66% complaints resolved via mediation in FY18: Banking Ombudsman report,2019-05-07,Neutral,0.9999673366546631
Investors likely to be tight-fisted as private banks look to raise capital,2019-05-07,Neutral,0.8936318755149841
Jalan panel to hold 2 more meets before final report on RBI capital size,2019-05-07,Neutral,0.9999938011169434
HDFC Bank board plans to consider stock split on May 22; shares fall 1.7%,2019-05-07,Neutral,0.9999730587005615
YES Bank slips to 10th position in league table for most-valued banks,2019-05-06,Neutral,0.9999830722808838
ITRs fell in 2018-19 due to inclusion of past AY's return filings: I-T dept,2019-05-06,Neutral,0.9868332743644714
IOB to raise Rs 850 cr selling non-core assets and investments this fiscal,2019-05-06,Neutral,0.9997226595878601
"ICICI Bank Q4 profit at Rs 969 crore, falls 5% on higher expenses",2019-05-06,Negative,0.9998830556869507
Forgers are forcing $9-trillion global trade financing into digital age,2019-05-06,Neutral,0.9996682405471802
"RBI, banks begin holding company model talks; norms to be finalised by Sept",2019-05-06,Neutral,0.9999984502792358
The RTI Act: RBI may need to rework communications strategy after SC order,2019-05-05,Neutral,0.8938524127006531
Icra downgrades some debt instruments of Canara Bank over earnings profile,2019-05-04,Negative,0.9885371923446655
Federal Bank Q4 net jumps two-fold to Rs 381 cr on higher interest income,2019-05-04,Positive,0.9999914169311523
"Bank of Baroda hikes MCLR by 0.05%, overnight money to attract 8.3%",2019-05-04,Neutral,0.9997736811637878
"Dangerous to let viable cos shut down, IBC gives another chance: IBBI chief",2019-05-04,Neutral,0.8975374698638916
Asian Development Bank must expand private sector ops: Subhash Chandra Garg,2019-05-04,Neutral,0.9997546076774597
Icra downgrades YES Bank's bonds as quality of large borrowers dwindles,2019-05-04,Negative,0.9509926438331604
Insurance companies have to make provisions for IL&FS defaults: Regulator,2019-05-03,Neutral,0.9936581254005432
Banks take 57% haircut in 94 cases worth Rs 1.75 trillion resolved in FY19,2019-05-03,Neutral,0.9999812841415405
"NBFC crisis averted, but some troubles persist: HDFC Bank MD Aditya Puri",2019-05-03,Negative,0.9977102279663086
NBFC crisis may push up borrowing costs for real estate developers,2019-05-03,Negative,0.9998538494110107
Rs 7 trillion of corporate papers downgraded since start of IL&FS fiasco,2019-05-03,Neutral,0.8322986960411072
PNB Housing to raise $1 bn from foreign mkts in one or more tranches,2019-05-02,Neutral,0.9975892305374146
"Bandhan Bank's Q4 net profit up 68% at Rs 651 crore, NPAs stand at 2%",2019-05-02,Positive,0.9999982118606567
Tough life ahead for NBFCs as RBI set to tighten liquidity mismatch limits,2019-05-02,Negative,0.9999700784683228
Banks loosen purse strings for corporate sector; lending picks up in FY19,2019-05-01,Negative,0.991915762424469
Yes Bank's profitability to remain under strain for 12-18 months: Moody's,2019-04-30,Negative,0.9999426603317261
"Kotak Mahindra Bank consolidated Q4 net profit up 13.9% at Rs 2,038 crore",2019-04-30,Positive,0.9999974966049194
"CARE places PNB HFC rating on watch, flags rising share of corporate loans",2019-04-30,Neutral,0.7509381175041199
"RBI cracks the whip on auditors, wants them to keep eye on five key areas",2019-04-29,Neutral,0.999971866607666
Yes Bank clean-up to continue as Gill shifts focus to governance practices,2019-04-28,Neutral,0.9982957243919373
"Puri, Sobti may take chairman's office if bank directors' age cap is raised",2019-04-27,Neutral,0.9999959468841553
"Disclosing annual inspection reports may drag RBI, banks to court",2019-04-27,Neutral,0.9998165965080261
"YES Bank posts first-ever quarterly loss of Rs 1,507 cr due to bad loans",2019-04-27,Negative,0.9999600648880005
"Axis Bank plans to raise Rs 35,000 crore to fund business growth",2019-04-26,Neutral,0.9999477863311768
Last chance for RBI to give info on bank inspection reports under RTI: SC,2019-04-26,Neutral,0.9999899864196777
IBC resolution plans yielded 200% liquidation value for creditors: MS Sahoo,2019-04-26,Neutral,0.9999983310699463
RBI may allow 66% lenders' approval for resolution of stressed assets,2019-04-25,Neutral,0.9999805688858032
IOB's loss making branches down to 157 from peak of 742,2019-04-24,Negative,0.9987020492553711
"TTD fixed deposits in several banks crosses Rs 12,000 crore mark",2019-04-24,Neutral,0.9999971389770508
RBI's new norms to force small businesses to get cash management act right,2019-04-23,Neutral,0.9994297623634338
"MFIs, small banks will need external capital of Rs 4,700 cr in three years",2019-04-23,Neutral,0.9981470108032227
"From Sachin Bansal to Ratan Tata, MFIs pique investor interest",2019-04-23,Neutral,0.9994891881942749
Money laundering case: ED orders Kochhars to appear with asset lists,2019-04-23,Neutral,0.9999797344207764
Extend special loans to Jet to clear staff dues: Bank employees union,2019-04-22,Neutral,0.9998071789741516
Credit bureaus turn to data analytics to provide holistic credit scores,2019-04-21,Neutral,0.9999819993972778
How will RBI walk the tightrope on legal issues concerning stressed assets?,2019-04-21,Neutral,0.9978258013725281
Deposits in Jan Dhan accounts fast inching towards Rs 1-trillion mark,2019-04-21,Neutral,0.8826877474784851
"HDFC Bank Q4 net profit up 22% to Rs 5,885 crore on interest income growth",2019-04-20,Positive,0.9999998807907104
"At Rs 26,200 crore, NBFC-MFIs see 170% rise in securitisation deals in FY19",2019-04-20,Positive,0.9781573414802551
Did not issue five-day-working instruction for commercial banks: RBI,2019-04-20,Neutral,0.998837411403656
RBI's liquidity ops for banks a temporary fix; cash still in short supply,2019-04-20,Neutral,0.9808923602104187
Non-life insurance premium up 13% at Rs 1.7 trillion in FY19: Irdai,2019-04-19,Positive,0.9994755387306213
RBL Bank Q4 net profit rises 39% to Rs 247 crore on interest margins,2019-04-19,Positive,0.9999998807907104
Deutsche Bank appoints Kaushik Shaparia as CEO to succeed Ravneet Gill,2019-04-18,Neutral,0.9985448122024536
"RBI governor Das flags growth slowdown, Viral Acharya advocates caution",2019-04-18,Negative,0.9999915361404419
P2P firms seek RBI relaxation on lending limit,2019-04-18,Neutral,0.9941257238388062
"United Bank of India cuts MCLR by 5 basis points, effective Thursday",2019-04-17,Neutral,0.9977216124534607
Banks must flag bad loans as NPAs after 90-day default: RBI to NCLAT,2019-04-16,Neutral,0.99432373046875
Revival in investor sentiment for NBFCs may be a long-drawn process,2019-04-16,Negative,0.5967630743980408
"Creditors recover nearly half of total claims of Rs 1.42 trn, shows data",2019-04-14,Neutral,0.9999939203262329
"Unsecured lending categories grew at 31.3% in 2018, says CIBIL report",2019-04-13,Positive,0.929103434085846
EMs risk breaking out of the hegemony of dominant currencies: RBI Governor,2019-04-13,Neutral,0.5861075520515442
"IL&FS mess: India's shadow banks run out of options, sell bonds to public",2019-04-12,Neutral,0.9990987777709961
Banks Board Bureau pushes for governance reforms in public sector banks,2019-04-11,Neutral,0.9961718916893005
"Bank credit growth loses momentum, up 13.24% to Rs 97.67 trillion",2019-04-11,Negative,0.7528904676437378
"Banks close FY19 with 13.24% credit growth, deposits up 10.03%",2019-04-11,Positive,0.9999160766601562
IMF flags concern over India's high stock of bad bank loans,2019-04-11,Negative,0.9999972581863403
Some top bankers chart their own path amid crisis in India credit,2019-04-10,Neutral,0.9598849415779114
"Karnam Sekar to take over as MD, CEO of Indian Overseas Bank from July 1",2019-04-10,Neutral,0.9996931552886963
Between Peter and Paul: Banks continue to be blindsided on dud loans,2019-04-09,Neutral,0.8721446990966797
"State Bank of India cuts MCLR by 5 bps, home loans cheaper by 10 bps",2019-04-09,Neutral,0.7319210171699524
IOB reduces lending rate of 1-year loans by a marginal 5 bps to 8.65%,2019-04-09,Neutral,0.67864590883255
Retail loan growth slows in Q4CY18: CIBIL,2019-04-09,Negative,0.99994957447052
"SBI buys loans worth Rs 27,000 cr from non-banking financial cos in FY19",2019-04-09,Neutral,0.9999945163726807
Banks to lead earnings growth in Q4; Nifty50 firms' profit may grow by 23%,2019-04-08,Positive,0.9999997615814209
"HDFC Bank plans to raise up to Rs 50,000 crore in FY19 by issuing bonds",2019-04-08,Neutral,0.999990701675415
PNB's stake sale in housing finance arm 'credit positive': Moody's,2019-04-08,Positive,0.9999982118606567
Employee union opposes merger of Lakshmi Vilas Bank with Indiabulls,2019-04-08,Neutral,0.9983187913894653
Catholic Syrian Bank plans to change name to 'CSB Bank Ltd' ahead of IPO,2019-04-08,Neutral,0.9999686479568481
"Lakshmi Vilas bank -Indiabulls merger came as surprise, says bank union",2019-04-06,Neutral,0.9936419129371643
Bank of Maharashtra lowers lending rates by a nominal 5 basis points,2019-04-06,Neutral,0.9958806037902832
"Bank of India to divest 25% in Star Union Dai-ichi Life for Rs 1,106 crore",2019-04-06,Neutral,0.9999876022338867
Lakshmi Vilas Bank to merge with Indiabulls Housing in a share-swap deal,2019-04-06,Neutral,0.9999291896820068
Retail securitisation volume doubles to Rs 1.9 trillion  in FY19,2019-04-05,Positive,0.9997310042381287
BOI to sell 25% stake worth $160 mn in Star Union Dai-ichi Life Insurance,2019-04-05,Neutral,0.9999101161956787
Finance Ministry wary of MFs' entry into commodity derivatives space,2019-04-05,Negative,0.945246696472168
RBI to frame new rules on recasting bad loans after SC scraps circular,2019-04-04,Neutral,0.9999147653579712
"Will come out with fresh circular on resolution of bad loans, says RBI",2019-04-04,Neutral,0.9998260140419006
"Belt-tightening: Vijay Mallya may have to curb weekly spending of $24,100",2019-04-04,Negative,0.9995260238647461
SC order on RBI circular: More options for banks to tackle defaulting firms,2019-04-04,Neutral,0.9995707869529724
SC order on RBI circular will be short-term positive for lenders: Analysts,2019-04-03,Positive,1.0
"SC order on NPA circular: Govt, RBI will have to bring new rules, says Kant",2019-04-03,Neutral,0.9986849427223206
"Paytm Payments Bank to offer risk-free insurance, MF products by June: MD",2019-04-03,Neutral,0.9998917579650879
IL&FS lent Rs 175 cr to Siva Group at Hari Sankaran's behest: SFIO petition,2019-04-03,Neutral,0.9999749660491943
India's crony capitalism claims another victim,2019-04-03,Negative,0.9864495396614075
Confusion over resolution remains after SC sets aside RBI circular: Experts,2019-04-02,Neutral,0.9984075427055359
RBI approves appointment of Madhavan Menon as part-time chairman of CSB,2019-04-02,Neutral,0.999948263168335
Economists call for at least 25 bps rate cut by RBI in April policy meet,2019-04-02,Neutral,0.998497724533081
Wait for debt resolution likely to get longer for stressed power assets,2019-04-02,Neutral,0.5531660914421082
SC order on RBI circular doesn't take away our right to go to NCLTs: Banks,2019-04-02,Neutral,0.9999868869781494
"SC order on RBI circular negative for banks, may defer debt resolution",2019-04-02,Negative,0.9999790191650391
SC verdict on RBI's Feb 12 circular to prolong resolution of stressed debt,2019-04-02,Negative,0.9192413091659546
RBI to introduce new seven-year and 20-year bonds on April 5,2019-04-02,Neutral,0.9999866485595703
"RBI tightens NPA disclosure norms, asks banks to reveal bad loans",2019-04-02,Neutral,0.9863089323043823
File affidavit on RBI directive: HC to Kotak,2019-04-02,Neutral,0.9999812841415405
RBI to conduct second round of dollar-rupee swap auction on April 23,2019-04-01,Neutral,0.9999914169311523
NPA to improve by 180 bps to 8.5% in March 2020 on slower slippages: Crisil,2019-04-01,Positive,0.999932050704956
"Vijaya, Dena to become Bank of Baroda from Monday; to work as BoB outlets",2019-03-31,Neutral,0.9999940395355225
"Branches of Vijaya, Dena Bank to function as BoB outlets from April 1: RBI",2019-03-30,Neutral,0.9999926090240479
"PNB to sell part stake in housing finance arm for Rs 1,852 crore",2019-03-29,Neutral,0.9996744394302368
"PNB to sell stake in PNB Housing to General Atlantic, Varde for Rs 1,851 cr",2019-03-29,Neutral,0.999976396560669
"JPMorgan, Nomura job cuts add to shrinking staff in finance sector",2019-03-29,Negative,0.62348473072052
Bandhan Bank to soon comply with 40% promoter stake rule: C S Ghosh,2019-03-28,Neutral,0.9993780851364136
"Catholic Syrian Bank gears up for listing, hires Axis Capital as adviser",2019-03-28,Neutral,0.9998579025268555
Bandhan Bank-Gruh Finance merger to give a big push to affordable housing,2019-03-28,Neutral,0.9133190512657166
India's first foreign owned bank is preparing for a $58 million IPO,2019-03-28,Neutral,0.9999549388885498
Exotic derivatives can make GIFT a viable global financial hub,2019-03-28,Positive,0.999945878982544
"Govt to infuse Rs 5,042 cr into BoB ahead of merger with Dena, Vijaya",2019-03-28,Neutral,0.9999769926071167
RBI likely to cut repo rate by 25 bps in April policy: Goldman Sachs report,2019-03-27,Neutral,0.9983464479446411
Sebi exempts govt from making open offer for shareholders of PNB,2019-03-27,Neutral,0.996434211730957
Bank credit clips at 14.5%; deposits grow in double-digits at 10%: RBI data,2019-03-27,Positive,0.9999390840530396
Jewellers re-start monthly deposit schemes after two weeks of suspension,2019-03-27,Neutral,0.9994938373565674
Delhi court summons 11 top PNB officials for violating banking regulations,2019-03-26,Negative,0.9137740731239319
RBI's rupee-dollar swap auction to ease liquidity gets a big thumbs up,2019-03-26,Negative,0.8589574694633484
RBI accepts $5 bn from banks at currency swap auction to ease liquidity,2019-03-26,Neutral,0.9994083642959595
RBI imposes Rs 2-cr penalty on PNB for non-compliance of SWIFT operations,2019-03-26,Neutral,0.6071104407310486
"BoB to develop agri-digital platform 'Baroda Kisan', inks MoUs with 6 firms",2019-03-26,Neutral,0.9999876022338867
Zero roadblocks for buying Jet Airways: SBI chairman Rajnish Kumar,2019-03-25,Neutral,0.9998286962509155
"HDFC To raise Rs 3,000 crore through non-convertible debentures",2019-03-25,Neutral,0.9998412132263184
Banks continue to rely on retail loans to boost their credit book: RBI data,2019-03-24,Neutral,0.9743400812149048
"No end of tunnel for HFCs, FY20 looks as difficult as FY19: Icra",2019-03-24,Negative,0.9965325593948364
"Banks flag 'tardy' work, piling-up of cases at debt recovery tribunals",2019-03-23,Neutral,0.9999910593032837
"RBI defers launch of IndAs again, awaits amendments to the banking laws",2019-03-23,Neutral,0.9483195543289185
Sebi exempts govt from open offer for Union Bank after capital infusion,2019-03-22,Neutral,0.999409556388855
"IDBI Bank, IOB dissent against Srei-backed resolution plan for DCHL",2019-03-22,Negative,0.9984080195426941
RBI may allow banks to sell state paper ahead of maturity,2019-03-22,Neutral,0.9999934434890747
Neither India's billionaires nor the poor can escape shadow lender woes,2019-03-22,Neutral,0.8460864424705505
Bad news for borrowers: Rise in NBFCs' funding cost may make loans costlier,2019-03-22,Negative,0.9999983310699463
Biggest bond holders ditch government paper in India for state debt,2019-03-22,Neutral,0.9999635219573975
Indian Overseas Bank eyes turnaround in September quarter of 2019-20,2019-03-20,Positive,0.9933894872665405
Germany's Deutsche Bank is setting up a bad-loan buying unit in India,2019-03-18,Neutral,0.999961256980896
PSBs' wage negotiations stuck over IBA's performance-linked pay proposal,2019-03-18,Negative,0.9712267518043518
"Fund infusions in PSBs fail to lift stocks; experts say stick to SBI, BoB",2019-03-17,Neutral,0.5877220034599304
Reserve Bank not in favour of changing IDBI Bank's name,2019-03-17,Neutral,0.9998352527618408
"HDFC Bank joins Reliance Industries, TCS in $100-billion m-cap club",2019-03-17,Neutral,0.9999991655349731
"Kotak Mahindra Bank elevates KVS Manian, Gaurang Shah as board directors",2019-03-16,Neutral,0.9999914169311523
"Reduced NPA to drive solvency of public sector banks, says Icra",2019-03-16,Neutral,0.8995428085327148
Allahabad Bank looks to raise Rs 500 crore via non-core asset sale,2019-03-16,Neutral,0.998863935470581
Bandhan Bank gets RBI approval for acquisition of Gruh Finance,2019-03-15,Neutral,0.985451877117157
"Senior officials of BoB, Vijaya, Dena to brainstorm on smooth merger",2019-03-15,Neutral,0.9999592304229736
"RBI names SBI, ICICI and HDFC as systemically important banks",2019-03-15,Neutral,0.9999865293502808
Will RBI's $5-billion swap facility be a success? Experts remain divided,2019-03-14,Positive,0.9999998807907104
"PSBs may report net profit of Rs 23,000-37,000 crore in FY20: Report",2019-03-14,Neutral,0.999929666519165
RBI categorises IDBI Bank as private sector lender after LIC acquisition,2019-03-14,Neutral,0.9999942779541016
RBI to swap $5 billion with banks to aid system liquidity,2019-03-14,Neutral,0.9998134970664978
"RBI to hold quarterly meetings with banks' auditors, review governance",2019-03-14,Neutral,0.9999943971633911
Banks to raise interchange fees for ATM operators by Rs 1.5 to Rs 2,2019-03-13,Neutral,0.9988013505935669
"SFBs may grow at 30% over medium-term, need Rs 6,000cr capital by FY2",2019-03-13,Positive,0.9875990152359009
"RBI to infuse Rs 12,500 crore through open market operations on Thursday",2019-03-12,Neutral,0.9999970197677612
Is the worst over on dud loans in state-run banks? Here's what data says,2019-03-12,Negative,0.9990782737731934
NHB's new rules for HFCs will force many to revisit plot they occupy now,2019-03-12,Neutral,0.9997076392173767
"There has to be free, fair discussion between govt and RBI: Shaktikanta Das",2019-03-12,Neutral,0.9999595880508423
"SBI to auction NPAs worth Rs 2,337.88 crore on March 26",2019-03-12,Neutral,0.9999303817749023
Bank of Maharashtra to auction assets of Videocon Group's Unity Appliances,2019-03-12,Neutral,0.9999507665634155
"Customer response is the key as SBI links deposits, loans to repo rate",2019-03-12,Neutral,0.9999874830245972
"PSBs, private banks divided over linking rates to external benchmark",2019-03-12,Neutral,0.9999974966049194
New NHB norms don't address funding and liquidity issues of HFCs: Moody's,2019-03-11,Neutral,0.9790274500846863
"Moody's upgrades rating for Central Bank, IOB over capital infusion",2019-03-11,Neutral,0.7358399629592896
IRDAI seeks proposal from LIC on stake reduction in the IDBI Bank,2019-03-11,Neutral,0.9994284510612488
"Despite RBI prod, banks unwilling to cut lending rates as deposits dwindle",2019-03-11,Negative,0.999975323677063
"IDBI Bank plans to sell Rs 100-billion bad loans, exit PCA by September",2019-03-11,Neutral,0.9997362494468689
"Small Finance Banks, banks cede MFI market share to NBFCs",2019-03-11,Neutral,0.999964714050293
RBI-Kotak stand-off: Review panel for ownership norms among key proposals,2019-03-11,Neutral,0.9999921321868896
RBI had warned govt against demonetisation hours before Modi's announcement,2019-03-11,Negative,0.8164022564888
"IDBI drafts revival strategy to bring banking, insurance under one roof",2019-03-10,Neutral,0.9962453246116638
IDBI proposes three-year term as MD& CEO for Rakesh Sharma,2019-03-10,Neutral,0.9999688863754272
No relief for bond market as RBI may prune debt purchases by over 40%,2019-03-10,Neutral,0.9926210641860962
"Small deposits, loans will continue to be MCLR based, says Rajnish Kumar",2019-03-09,Neutral,0.9996764659881592
Ashu Khullar to succeed Pramit Jhaveri as Citibank India head from April 1,2019-03-09,Neutral,0.9994284510612488
"SBI to link saving deposits, loan pricing to repo rate from May 1",2019-03-09,Neutral,0.9999912977218628
"RBI fines 36 state, private banks for non-compliance in SWIFT operations",2019-03-08,Neutral,0.9367384314537048
"SBI links pricing of loans, deposits to repo rate; new rate effective May 1",2019-03-08,Neutral,0.9999969005584717
Rating agencies have a critical role in financial sector: RBI governor,2019-03-08,Neutral,0.9999798536300659
White label ATM operators allowed to buy wholesale cash directly from RBI,2019-03-07,Neutral,0.9998425245285034
"In a first, govt set to issue Rs 20 coin as a 12-edged polygon: FinMin",2019-03-07,Neutral,0.9999679327011108
Banks want RBI to defer IndAS roll-out over higher loan-loss provisioning,2019-03-07,Neutral,0.9764572978019714
"Exim Bank raises $500 million by issuing bonds, proceeds to support exports",2019-03-06,Neutral,0.9999785423278809
"DHFL did not promote any shell companies, says audit report",2019-03-06,Neutral,0.9998016953468323
"BoB, Dena, Vijaya Bank merger could open Rs 1,000 cr IT outsourcing window",2019-03-06,Neutral,0.9999990463256836
"NBFCs face new governance, exposure code: From licensing to CEO package",2019-03-06,Neutral,0.8368796706199646
"RBI to infuse Rs 12,500 crore into financial system through OMOs",2019-03-06,Neutral,0.9999542236328125
NBFCs looking at offshore funds to diversify borrowing sources,2019-03-06,Neutral,0.9999781847000122
"RBI fines ICICI, SBI and 17 other banks for non-compliance on SWIFT use",2019-03-05,Neutral,0.9702151417732239
"RBI to buy govt securities via OMO for Rs 12,500 crore on Thursday",2019-03-05,Neutral,0.9999338388442993
Bank of Baroda cuts lending rate by 10 basis points; loans to be cheaper,2019-03-05,Positive,0.5800065398216248
RBI slaps Rs 1-cr fine on Yes Bank for non-compliance in Swift operations,2019-03-05,Neutral,0.9801058173179626
"A few banks, NBFCs find market favour as funding pressure recedes",2019-03-04,Negative,0.9999234676361084
RBI slaps Rs 11-cr fine on 4 banks for non-compliance in Swift operations,2019-03-04,Neutral,0.9863372445106506
